OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
39-9041,Residential advisors,,49650
41-0000,Sales and related occupations,major,13534180
41-1011,First-line supervisors/managers of retail sales workers,,1175310
41-1012,First-line supervisors/managers of non-retail sales workers,,327180
41-2011,Cashiers,,3462010
41-2012,Gaming change persons and booth cashiers,,30760
41-2021,Counter and rental clerks,,442310
41-2022,Parts salespersons,,236090
41-2031,Retail salespersons,,3992930
41-3011,Advertising sales agents,,141340
41-3021,Insurance sales agents,,277120
41-3031,"Securities, commodities, and financial services sales agents",,245280
41-3041,Travel agents,,103840
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,390080
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,1421660
41-9011,Demonstrators and product promoters,,95300
41-9012,Models,,1560
41-9021,Real estate brokers,,40590
41-9022,Real estate sales agents,,123490
41-9031,Sales engineers,,73200
41-9041,Telemarketers,,404150
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,21600
43-0000,Office and administrative support occupations,major,22678010
43-1011,First-line supervisors/managers of office and administrative support workers,,1412470
43-2011,"Switchboard operators, including answering service",,217700
43-2021,Telephone operators,,45310
43-3011,Bill and account collectors,,417100
43-3021,Billing and posting clerks and machine operators,,487420
43-3031,"Bookkeeping, accounting, and auditing clerks",,1750680
43-3041,Gaming cage workers,,18370
43-3051,Payroll and timekeeping clerks,,194330
43-3061,Procurement clerks,,72820
43-3071,Tellers,,538890
43-4011,Brokerage clerks,,75380
43-4021,Correspondence clerks,,27460
43-4031,"Court, municipal, and license clerks",,100310
43-4041,"Credit authorizers, checkers, and clerks",,73860
43-4051,Customer service representatives,,1902850
43-4061,"Eligibility interviewers, government programs",,89410
43-4071,File clerks,,249270
43-4081,"Hotel, motel, and resort desk clerks",,180410
43-4111,"Interviewers, except eligibility and loan",,190160
43-4121,"Library assistants, clerical",,109900
43-4131,Loan interviewers and clerks,,179080
43-4141,New accounts clerks,,105300
43-4151,Order clerks,,303320
43-4161,"Human resources assistants, except payroll and timekeeping",,165760
43-4171,Receptionists and information clerks,,1058790
43-4181,Reservation and transportation ticket agents and travel clerks,,165990
43-5011,Cargo and freight agents,,61770
43-5021,Couriers and messengers,,118210
43-5031,"Police, fire, and ambulance dispatchers",,89620
43-5032,"Dispatchers, except police, fire, and ambulance",,161790
43-5041,"Meter readers, utilities",,51790
43-5051,Postal service clerks,,78520
43-5052,Postal service mail carriers,,344580
43-5053,"Postal service mail sorters, processors, and processing machine operators",,224250
43-5061,"Production, planning, and expediting clerks",,277030
43-5071,"Shipping, receiving, and traffic clerks",,767470
43-5081,Stock clerks and order fillers,,1576620
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,77770
43-6011,Executive secretaries and administrative assistants,,1418640
43-6012,Legal secretaries,,264080
43-6013,Medical secretaries,,349370
43-6014,"Secretaries, except legal, medical, and executive",,1845860
43-9011,Computer operators,,160170
43-9021,Data entry keyers,,339010
43-9022,Word processors and typists,,191180
43-9031,Desktop publishers,,33590
43-9041,Insurance claims and policy processing clerks,,239580
43-9051,"Mail clerks and mail machine operators, except postal service",,152360
43-9061,"Office clerks, general",,2926160
43-9071,"Office machine operators, except computer",,90470
43-9081,Proofreaders and copy markers,,24700
43-9111,Statistical assistants,,20970
45-0000,"Farming, fishing, and forestry occupations",major,461630
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,20620
45-1012,Farm labor contractors,,3340
45-2011,Agricultural inspectors,,13670
45-2021,Animal breeders,,1750
45-2041,"Graders and sorters, agricultural products",,51210
45-2091,Agricultural equipment operators,,21330
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,233450
45-2093,"Farmworkers, farm and ranch animals",,42890
45-4011,Forest and conservation workers,,9170
45-4021,Fallers,,9620
45-4022,Logging equipment operators,,28190
45-4023,Log graders and scalers,,4900
47-0000,Construction and extraction occupations,major,6085510
47-1011,First-line supervisors/managers of construction trades and extraction workers,,516540
47-2011,Boilermakers,,20270
47-2021,Brickmasons and blockmasons,,107900
47-2022,Stonemasons,,13710
47-2031,Carpenters,,852080
47-2041,Carpet installers,,37720
47-2042,"Floor layers, except carpet, wood, and hard tiles",,15070
47-2043,Floor sanders and finishers,,6700
47-2044,Tile and marble setters,,36900
47-2051,Cement masons and concrete finishers,,180540
47-2053,Terrazzo workers and finishers,,6140
47-2061,Construction laborers,,837650
47-2071,"Paving, surfacing, and tamping equipment operators",,57980
47-2072,Pile-driver operators,,4390
47-2073,Operating engineers and other construction equipment operators,,343640
47-2081,Drywall and ceiling tile installers,,111970
47-2082,Tapers,,33540
47-2111,Electricians,,584010
47-2121,Glaziers,,46230
47-2130,Insulation workers,,52170
47-2141,"Painters, construction and maintenance",,247880
47-2142,Paperhangers,,8910
47-2151,Pipelayers,,51940
47-2152,"Plumbers, pipefitters, and steamfitters",,433600
47-2161,Plasterers and stucco masons,,53530
47-2171,Reinforcing iron and rebar workers,,30250
47-2181,Roofers,,118390
47-2211,Sheet metal workers,,189590
47-2221,Structural iron and steel workers,,70420
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,59890
47-3012,Helpers--carpenters,,98180
47-3013,Helpers--electricians,,93520
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,29130
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,77580
47-3016,Helpers--roofers,,21490
47-4011,Construction and building inspectors,,79720
47-4021,Elevator installers and repairers,,21470
47-4031,Fence erectors,,22550
47-4041,Hazardous materials removal workers,,36590
47-4051,Highway maintenance workers,,140450
47-4061,Rail-track laying and maintenance equipment operators,,11170
47-4071,Septic tank servicers and sewer pipe cleaners,,16310
47-4091,Segmental pavers,,1710
47-5011,"Derrick operators, oil and gas",,15080
47-5012,"Rotary drill operators, oil and gas",,14830
47-5013,"Service unit operators, oil, gas, and mining",,12640
47-5021,"Earth drillers, except oil and gas",,19970
47-5031,"Explosives workers, ordnance handling experts, and blasters",,5140
47-5041,Continuous mining machine operators,,7610
47-5042,Mine cutting and channeling machine operators,,4460
47-5051,"Rock splitters, quarry",,3240
47-5061,"Roof bolters, mining",,3980
47-5071,"Roustabouts, oil and gas",,32720
47-5081,Helpers--extraction workers,,28860
49-0000,"Installation, maintenance, and repair occupations",major,5226080
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,445520
49-2011,"Computer, automated teller, and office machine repairers",,144370
49-2021,Radio mechanics,,6890
49-2022,"Telecommunications equipment installers and repairers, except line installers",,195500
49-2091,Avionics technicians,,21420
49-2092,"Electric motor, power tool, and related repairers",,26070
49-2093,"Electrical and electronics installers and repairers, transportation equipment",,17370
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,83820
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",,20700
49-2096,"Electronic equipment installers and repairers, motor vehicles",,14590
49-2097,Electronic home entertainment equipment installers and repairers,,33340
49-2098,Security and fire alarm systems installers,,46850
49-3011,Aircraft mechanics and service technicians,,117180
49-3021,Automotive body and related repairers,,173590
49-3022,Automotive glass installers and repairers,,18550
49-3023,Automotive service technicians and mechanics,,690780
49-3031,Bus and truck mechanics and diesel engine specialists,,248450
49-3041,Farm equipment mechanics,,33310
49-3042,"Mobile heavy equipment mechanics, except engines",,115090
49-3043,Rail car repairers,,15810
49-3051,Motorboat mechanics,,18890
49-3052,Motorcycle mechanics,,13690
49-3053,Outdoor power equipment and other small engine mechanics,,24740
49-3091,Bicycle repairers,,6870
49-3092,Recreational vehicle service technicians,,12520
49-3093,Tire repairers and changers,,82340
49-9011,Mechanical door repairers,,10860
49-9012,"Control and valve installers and repairers, except mechanical door",,37840
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,212200
49-9031,Home appliance repairers,,37510
49-9041,Industrial machinery mechanics,,192300
49-9042,"Maintenance and repair workers, general",,1230880
49-9043,"Maintenance workers, machinery",,89160
49-9044,Millwrights,,64910
49-9045,"Refractory materials repairers, except brickmasons",,3390
49-9051,Electrical power-line installers and repairers,,95190
49-9052,Telecommunications line installers and repairers,,148060
49-9061,Camera and photographic equipment repairers,,4640
49-9062,Medical equipment repairers,,23500
49-9063,Musical instrument repairers and tuners,,5550
49-9064,Watch repairers,,3700
49-9091,"Coin, vending, and amusement machine servicers and repairers",,35370
49-9092,Commercial divers,,2690
49-9093,"Fabric menders, except garment",,1720
49-9094,Locksmiths and safe repairers,,19340
49-9095,Manufactured building and mobile home installers,,13160
49-9096,Riggers,,12550
49-9097,Signal and track switch repairers,,8680
49-9098,"Helpers--installation, maintenance, and repair workers",,148890
51-0000,Production occupations,major,10488450
51-1011,First-line supervisors/managers of production and operating workers,,705270
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,26150
51-2021,"Coil winders, tapers, and finishers",,33590
51-2022,Electrical and electronic equipment assemblers,,245700
51-2023,Electromechanical equipment assemblers,,54690
51-2031,Engine and other machine assemblers,,50410
51-2041,Structural metal fabricators and fitters,,85330
51-2091,Fiberglass laminators and fabricators,,31820
51-2092,Team assemblers,,1138100
51-2093,"Timing device assemblers, adjusters, and calibrators",,5280
51-3011,Bakers,,157110
51-3021,Butchers and meat cutters,,132370
51-3022,"Meat, poultry, and fish cutters and trimmers",,150440
51-3023,Slaughterers and meat packers,,122490
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,17800
51-3092,Food batchmakers,,74650
51-3093,Food cooking machine operators and tenders,,34480
51-4011,"Computer-controlled machine tool operators, metal and plastic",,126150
51-4012,Numerical tool and process control programmers,,17820
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,93600
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,41230
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,42090
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,260560
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,48730
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,97660
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,70300
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,28580
51-4041,Machinists,,368740
51-4051,Metal-refining furnace operators and tenders,,17810
51-4052,"Pourers and casters, metal",,12770
51-4061,"Model makers, metal and plastic",,7900
51-4062,"Patternmakers, metal and plastic",,6090
51-4071,Foundry mold and coremakers,,20770
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,144140
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,100320
51-4111,Tool and die makers,,104210
51-4121,"Welders, cutters, solderers, and brazers",,354300
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,53750
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,27290
51-4192,"Lay-out workers, metal and plastic",,12540
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,40800
51-4194,"Tool grinders, filers, and sharpeners",,22320
51-5011,Bindery workers,,81840
51-5012,Bookbinders,,6550
51-5021,Job printers,,54790
51-5022,Prepress technicians and workers,,82970
51-5023,Printing machine operators,,189900
51-6011,Laundry and dry-cleaning workers,,217820
51-6021,"Pressers, textile, garment, and related materials",,87500
51-6031,Sewing machine operators,,265200
51-6041,Shoe and leather workers and repairers,,8090
51-6042,Shoe machine operators and tenders,,6020
51-6051,"Sewers, hand",,18790
51-6052,"Tailors, dressmakers, and custom sewers",,32150
51-6061,Textile bleaching and dyeing machine operators and tenders,,24280
51-6062,"Textile cutting machine setters, operators, and tenders",,32170
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,47720
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,60550
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,26700
51-6092,Fabric and apparel patternmakers,,10310
51-6093,Upholsterers,,39660
51-7011,Cabinetmakers and bench carpenters,,126350
51-7021,Furniture finishers,,28770
51-7031,"Model makers, wood",,3820
51-7032,"Patternmakers, wood",,3470
51-7041,"Sawing machine setters, operators, and tenders, wood",,55130
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,89410
51-8011,Nuclear power reactor operators,,3710
51-8012,Power distributors and dispatchers,,10270
51-8013,Power plant operators,,33250
51-8021,Stationary engineers and boiler operators,,48880
51-8031,Water and liquid waste treatment plant and system operators,,95870
51-8091,Chemical plant and system operators,,56270
51-8092,Gas plant operators,,11180
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,40980
51-9011,Chemical equipment operators and tenders,,59720
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,37360
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,43320
51-9022,"Grinding and polishing workers, hand",,43910
51-9023,"Mixing and blending machine setters, operators, and tenders",,106610
51-9031,"Cutters and trimmers, hand",,30110
51-9032,"Cutting and slicing machine setters, operators, and tenders",,70960
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,73990
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,30320
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,497300
51-9071,Jewelers and precious stone and metal workers,,30360
51-9081,Dental laboratory technicians,,45480
51-9082,Medical appliance technicians,,11270
51-9083,Ophthalmic laboratory technicians,,30300
51-9111,Packaging and filling machine operators and tenders,,400680
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,93110
51-9122,"Painters, transportation equipment",,46600
51-9123,"Painting, coating, and decorating workers",,29590
51-9131,Photographic process workers,,27170
51-9132,Photographic processing machine operators,,54750
51-9141,Semiconductor processors,,50160
51-9191,Cementing and gluing machine operators and tenders,,25390
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,17590
51-9193,Cooling and freezing equipment operators and tenders,,7920
51-9194,Etchers and engravers,,8800
51-9195,"Molders, shapers, and casters, except metal and plastic",,37600
51-9196,"Paper goods machine setters, operators, and tenders",,109600
51-9197,Tire builders,,14830
51-9198,Helpers--production workers,,452700
53-0000,Transportation and material moving occupations,major,9414920
53-1011,Aircraft cargo handling supervisors,,9440
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,154750
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,214030
53-2011,"Airline pilots, copilots, and flight engineers",,79770
53-2012,Commercial pilots,,19980
53-2021,Air traffic controllers,,23040
53-2022,Airfield operations specialists,,5660
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,17650
53-3021,"Bus drivers, transit and intercity",,194400
53-3022,"Bus drivers, school",,467840
53-3031,Driver/sales workers,,380120
53-3032,"Truck drivers, heavy and tractor-trailer",,1528630
53-3033,"Truck drivers, light or delivery services",,943840
53-3041,Taxi drivers and chauffeurs,,131570
53-4011,Locomotive engineers,,30450
53-4012,Locomotive firers,,680
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,5680
53-4021,"Railroad brake, signal, and switch operators",,13850
53-4031,Railroad conductors and yardmasters,,34720
53-4041,Subway and streetcar operators,,9880
53-5011,Sailors and marine oilers,,27570
53-5021,"Captains, mates, and pilots of water vessels",,24040
53-5022,Motorboat operators,,3680
53-5031,Ship engineers,,8900
53-6011,Bridge and lock tenders,,3270
53-6021,Parking lot attendants,,113490
53-6031,Service station attendants,,96250
53-6041,Traffic technicians,,6460
53-6051,Transportation inspectors,,27890
53-7011,Conveyor operators and tenders,,58780
53-7021,Crane and tower operators,,47420
53-7031,Dredge operators,,3030
53-7032,Excavating and loading machine and dragline operators,,68740
53-7033,"Loading machine operators, underground mining",,3560
53-7041,Hoist and winch operators,,8560
53-7051,Industrial truck and tractor operators,,604350
53-7061,Cleaners of vehicles and equipment,,320840
53-7062,"Laborers and freight, stock, and material movers, hand",,2255780
53-7063,Machine feeders and offbearers,,159160
53-7064,"Packers and packagers, hand",,901890
53-7071,Gas compressor and gas pumping station operators,,6190
53-7072,"Pump operators, except wellhead pumpers",,12260
53-7073,Wellhead pumpers,,8560
53-7081,Refuse and recyclable material collectors,,138480
53-7111,Shuttle car operators,,3040
53-7121,"Tank car, truck, and ship loaders",,16210
